sentence,emotion
@TheNewsChick u are a true fan (and optimist). i'll take a winning season   #Mariners,1
@thenub you are too ,1
"@ThePartyScene  &quot;you dream in black and white, i dream in vivid lights.&quot;",1
"@ThePrinceBeMe : hm , that's sound scandalously sad !    Let's make happy music ! ",1
"@theragingocean BonJour Spacecowboy,I wish I was either of it .I work with Kids, can go out whenever I want and go wherever I want to ",1
@TheRealDogBlog NOT US  i WiSH....i LiKE TO CHEW MOM'S NEWSPAPER!!! NOW SHE JUST BRiNGS ONE HOME AND WONT LET ME EAT iT...NOT FAiR!,0
@therealjspace am I the first one to tell you you tweet the most while drinking! LOL. ,1
"@therealnph Hey NPH, whats up with all the strippers you're following? ",1
@TheRudeTypist Need an invite to hunch? ,1
@theshaungroves Me either M-F That is my alarm clock ,0
"@thesouthernstar haha... sarapan aja belum kok, udah disamperin sama client di rumah...  ",1
@this_is_Aiden  what are you gonna do?,0
@ThisismyiQ Q g0 t0 bed!!  wat r u doinggggg??,1
@ThisismyiQ Really?! Who?? lol ,1
"@thisisnevermore Yeah i missed it last night, came home too late   fortunately i've found them online to watch so no work for me today ",0
"@ThomasGudgeon really! awesome  just downloaded a mp3 track, trying that....",1
@thornbek Erin Esurance is so hot. Carry on ,1
@Tiandrance ,1
@tiannanosyke i agree ,0
@TickleMeJoey aww! feel sorry for that. ,0
@tickvg ooh sounds painful but have a good one ,1
@timjennion morning mr  hows things?,1
@tinkermom Thats really sad  poor baby,0
@tinks_shadow Oh I really wish I had gone to the lectures  Just trying to find out what open and axial codes are and how to do them haha x,0
@tipsen5537 i should've clarified...why can't everything just work *for me* ,1
@TissieTC I agree with you!.. @nick_carter doesnt love us as much as @brian_littrell does  ? cuz he comes and visit us at fanclub chat!,1
@TJ_Sopher damn right - the grill is always open down here ,1
@tmere good to see your info on ED... ,1
@TomFelton hmm didn't find much on Challens or I just didn't look enough. My musical idol Is Elton John. Listening to him now!!!!! ,1
"@tommcfly ah, congrats mr fletcher for finally joining twitter ",1
@tommcfly Are you going to be going near Darlington today (NorthEast)? I�m back at collage now  Be glad you�re not doing AS Biology!,0
@tommcfly awww that sucks ,0
@tommcfly good luck for your tour!! i really wish to come to the uk to watch but atm getting ready to go through a month of o'level hell ,0
@tommcfly haha morning then. i think (aussie here) wheat bix with honey!! or maple syrup and milk ,1
@tommcfly Hello! You should have the cereal with loads of sugar ,1
@tommcfly i wanna see you in a bath ,0
"@tommcfly i wish i lived in england then i could c like a zillion of your shows, this is when u dnt like living in Australia  cum bak soon",0
@tommcfly lol aww you'll just had to scrounge - gigs and tours have cocked up too still dont have my ticket 4 ur edin gig on friday ,0
@tommcfly maby some day you will come to make show in israel ?  i sure you gonna enjoy in here to ! ,0
@TOMSshoes Was really bummed that the C'ville event this past weekend didn't happen; we wanted to get more involved and enter for DMB tix ,0
@tomwaits doesnt work tom.... its a spam only site  ... try rapidshare,0
"@tomwaits Sorry to say, no site is working from Sweden.  &quot;Falling down&quot; from &quot;Big Time&quot; is one of my favs.",0
@tonebeep sooo crazy that its ur middle of the day and I'm bout to go to sleep!..haha hope all is well! Buy any new kicks?!..lol  hollleer,1
@TonjaC Good night! ,1
@topsurf Don't even get me started thinking about steamed crabs.  It's still two months away ,0
"@tothepc Did you check out http://www.weboword.com We aren't a dictionary, but we are all about Visual Vocabulary!  Come have fun.",1
@traceydelara LOL! Shoot I had events all wknd &amp; just got back &amp; now I'm EXHAUSTED! But off to work I go  How was your wknd girl?,0
@trendebarbie7 Good Morning Island It's raining here too.  Have a great day &amp; be safe.,0
"@trentvanegas twitter ain't broke, Trent, they got plenty of dough ",1
@triplejHack true off to the #startrekmovie world premiere soonish. enjoy talking about supa-fast interwebs with conroy ,1
@TristaTurner I didn't get that txt. Hmmm. How was the sandwich?  Turkeys gobble ,0
@trstfndbby um I bought my shit from the Koreans its OACH  highest quality out there baby  I paid an extra 3.50 2 get a real tag sewed in,1
"@TrueGabe yep to the wine, and feijoa sorbet, muffins, chutney etc... we have a large tree  always open to suggestions tho ",1
@trugiaz You and i mate! ,1
"@tsarnick I know, i apologized to her ",1
@tsarnick Tired my dad had my computer all night ,0
"@tsiganochka lmfao my russian died. STILL: come backkk to meeeee  man, I'm taking this way too hard.",0
"@tsuibb No la! Sigh, I made some careless mistakes  I guess the outcome may not be that good... xx",0
@turtlebus i want a seahorse. ,1
"@tvprincess never rain, go to work, holidays are definitely over!  xoxo",0
@tweeterdiva already did! ,1
@tweeterdiva I only have one for now... I'd love to have a herd someday! ,1
"@tweeterdiva If time permitted, even with 36,000 followers, I would @Reply everyone back who takes their time to @reply me. ",1
@tweetie Authentication fails if password includes special chars. ,0
@tweetie Your site says the Mac app is available but there's no link. At least I can't see it. ,0
"@tweetshrink Hah, yea, I suppose ;)  And I love the customer service!! ",1
@Twinnadryl lol freak session wit ya wifey eh? hah ,1
"@twitterfon just installed the 1.4.5 update, cleared the cache but the &quot;not following&quot; bug is still there ",0
@twliciousness  @Moltz Today Hank learned the painful lesson all boys have to learn about t.. http://tinyurl.com/c6nmgq,1
@ty_fed u asked earlier about waking up....guess what...waking up at 3 am is bullshittery too! Past bedtime night guys! ,1
@Tyrese4ReaL Thanks man ,1
"@ummahfilms bro update your twitter link at youtube, its twitter.com not tweeter.com ",1
"@una_avion2010 Sorrry, I'm doing like 29823782 different things. Kevin Jonas' Girlfriend ",1
@UnitZeroOne Happy birthday ! let the sun shine through your life   and you know Singapore is very sunny place ;,1
@upstatement can I apply to be in your class too? ,1
@urbanpinkpixie haha true. Drama is good every once in a while ,1
@UrbanThai  and you have me to thank for that ,1
@user   the waiter was black himself.for fuck sakes!stop looking for fucking  under every rock.â¦,0.25
@user   well said!  #staywoke  ,0.25
"@user - ""happy new year,"" says the  #fascist with his pennyloafer on the neck of the usa. #notrump #nokkk",0.25
@user  #gop #cons who voted for #nazi #fascist #dictator #trump are just scared little bullies whoâ¦ ,0.25
@user  #pos take that painting down asshole! fucking chump,0.25
@user  #theresistance #resist . we must stand together with all of our brothers and sisters. #â¦,0.25
@user  #truth from @user @user about @user #malevote ,0.25
@user  2016 is still alive ! black man is forced into coffin by white south africans ,0.25
@user  against whites @user damon sajnani #damonsajnani teaches some really lame classes. ,0.25
"@user  ain't hip, trendy. it scalds, it aches, it is chronic, &amp; chokes like smog. ever present but no sees it. it is aâ¦",0.25
"@user  also, you can't love the usa with all your hea and then suppo trump. because he hates half of theâ¦ ",0.25
@user  at work: attorneys for white officer who shot #philandocastile remove black judge from presiding over trial. htâ¦,0.25
@user  french try to #stone &amp; #kill indians in #quebec!  #criminal    @user @user @user,0.25
@user  grows in the uk after #brexit  #buggeroffboris #bregret #ukip #voteleave #leaveeu ,0.25
@user  here's @user being a racist troll. would love for you to spread the word,0.25
@user  how do you sleep at night? you are a terrible person! you sir represent everything  wrong with our country. gfy ,0.25
"@user - i bet if the @user hc was white, he would have been fired years ago!  @user #facts",0.25
@user  in chief- the gangs all here #hillaryclinton #obama #soros more #caoons at  ,0.25
@user  is not a problem in america today.  #dumbism is.  dumb is an equal oppounity killer of dreams.,0.25
@user  is still rooted in our society's attitude towards black women's hair. read more from candide uyanze:â¦ ,0.25
@user  maybe he heard the #messiah (since 1996) &amp; decided he did not want to go to #hell. #zionists are not #jews.  #hebrews.,0.25
@user  now comes with a #taxwriteoff as four #whitenationalist groups are given #nonprofitstatus @user @user ,0.25
@user  oh my god triggered,0.25
"@user  pre-crime in germany of all places, did they make them wear badges ?",0.25
@user  remark is racist even if only uttered to his wife. #carlpaladino should not be involved with anything to do with #education,0.25
@user - special message for @user ! it's not your land either .. #trump  #trumpsamerica #day1â¦ ,0.25
'@user  the #14th amendment  #blm discussed here thanks @user    ',0.25
'@user  the #14th amendment  #blm discussed here thanks @user    ',0.25
"@user  tonight in #cologne. proudly presented by goverment, police + media! it's a big staging going on there!",0.25
@user  total asssss...worst mistake ever...lord help us all... #ass #pos,0.25
@user  when i asked the sales assistants if they heard they quickly copped out...hmm i wouldn't be surprised they said!!,0.25
"@user ""all bodies are equal""  #bodyimage #body #appearance #women  #nudity #naked #naturism #beauty #nudistâ¦ ",0.25
"@user ""green book"" ""sundown towns"", #route66 guide a reminder of  that faced travellers under #us #segregation  ",0.25
"@user ""tackling systemic racism and our biases through empathy"" read:    #sdgs  #edchat ",0.25
"@user ""the blacks""? ""the blacks""? ""blacks""? *facepalm* *smh* ",0.25
"@user #2016 review by @user shows church's response to #immigration, , politics &amp; mercy.â¦ ",0.25
@user #activists: want to stop ? not sure where to begin? let us show you how:  cc:â¦ ,0.25
@user #adl = #hate  the raison d'etre of the adl has always been to incite  as a means to usher in #jewworldorder #tyranny.â¦,0.25
"@user #allahsoil âwe the peopleâ originally meant âwe the white, landholding males.â      â¦â¦ ",0.25
@user #allahsoil all lives matter.     #emiratis #2016in4words,0.25
@user #allahsoil all war is violent (except perhaps in thailand).       â¦  #teambtsâ¦ ,0.25
@user #allahsoil american taxpayers have also lost their homes by the millions   â¦ #2016in4wordsâ¦ ,0.25
@user #allahsoil american taxpayers have also lost their homes by the millions   â¦ â¦ #2016in4wordsâ¦ ,0.25
@user #allahsoil bernanke bailed out wall street by dumping $600 billion into the largest banks.  ,0.25
@user #allahsoil bernanke bailed out wall street by dumping $600 billion into the largest banks.  ,0.25
@user #allahsoil clintonâs âinvisible hand jobâ championed by conservatives on the right.  â¦ â¦â¦ ,0.25
@user #allahsoil culture is like the horizonâalways in view but never in reach.  â¦  â¦ ,0.25
@user #allahsoil enlightenment is wasted on the wilfully blind.     â¦   #emiratis #2016in4words,0.25
@user #allahsoil enlightenment is wasted on the wilfully blind.     â¦   #emiratisâ¦ ,0.25
@user #allahsoil greenspanâs monetary policies equated to declining real wages for workers   â¦ â¦â¦ ,0.25
@user #allahsoil greenspanâs policies are now largely blamed for the mogage crisis.   â¦ â¦â¦ ,0.25
@user #allahsoil hitler fought the battle for noh africa over access to oil.     â¦  #teambtsâ¦ ,0.25
"@user #allahsoil if the fear mongers become the loudest voices, who knows what could happen.  â¦â¦ ",0.25
@user #allahsoil islamic extremism kills tens of thousands of people every year.    #teambtsâ¦,0.25
@user #allahsoil islamophobia only serves to empower the extremists.    #emiratis #2016in4words,0.25
