sentence,sentiment
"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all.",0
for the gays i only made 200 tonight,2
@CocktailChic oh f*ck! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks,0
"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  Shit!",0
@MandyAlwaysKnws nope.  they are all sleeping cuz they live on the east coast.,2
"@dravenreborn I bet its cool down in SR, huh? It's not here. I haven't stopped sweating since noon when dad and I were packing",2
@meljachin: eww. dislike,0
Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn't try for uni.,0
decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....,2
"@SuzyDunkley sorry bout the cat,",0
needs to have an increase on her salary  http://plurk.com/p/wxluu,2
my stomach feels like it's touching the ground..i'm SO full,0
Pug just woke me from an incredible sleep!,3
@ddlovato i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me  i love you so much!!!!,3
Sooo much work so little time,0
missed iron chef,0
@thevowel the DS version sucks,0
what a bad day,0
@lilxamyx08 i know ridiculous! we never got to hang out  i love chicago and want to go shopping... so a trip sounds like fun,3
hates the net. ayaw bumukas ng twitter.  http://plurk.com/p/wxlxs,1
"Ugh, my internet was down!",0
omg i didnt tweet all that much today.... *sadness*,2
is feeling so giddy and wanna go home.,0
the week just wasnt the same without an adam lambert performance!!!,2
@rockingjude The link doesn't work,2
Up and packing. Its the last day of youth camp,0
"GOSSIP GIRL, WHEN ARE YOU COMING BACK  ! chaceeeeeee..",2
Smh @ hiphop nursery rhymes,2
Somebody please save the polar bears!,0
@PandaMayhem noooooooooooo i just look at a lot of pictures   lol lol,3
@CrazyBallerina Not really sleepy ...bored is the right word ... again not much work,2
It has come to my attention from a 16yo friend that I've recently gained a TON of weight. He didn't know it was me.,0
guess im staying home tonight...no movie-ing for me,0
went to the cd store to search for the cd. But,0
@BuzzEdition reminds me of the weather a month ago it was horrible  I hope all is well hugs,0
I miss my mom..  &quot;May angels lead you in&quot;,0
there's really no android twitter app of Tweetie's calibre,3
on jacksonville beach walking in the cold Ass water   but have to work in the morning   ily &lt;('-')&gt;,1
"@taylor_d No, it's not...",2
@chocolovere i feel the same way every day,0
Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.,0
@crunchmonkey78 well i just got home and its not on till tmw at 530p but with comcast its on right now  but i didnt miss it,2
Sleppytime. Really missing my godfather right now. Love you Wayne,0
So have a headache right now and it sucks,0
@JayDz hope ya sleepin well  guys still here,0
"i should be finished.... but i'm not.  color drawing, here i come.",3
"@jwray12 Lakers, baby Lakers!! I'll miss the game tmwr. I have to work  you'll have to keep me posted please",0
"comfort food of the day: pan mee. though, it didnt taste any good..",0
damn being drunk and hot sucks,0
misses my baby.,0
is not sleeping because he has paperwork to do.,0
Showered in ice-cold water. Sweating now. Means one thing: I'm sick,0
"midnight cry.. wish the person I wanted, wanted me right now",0
@mousebudden I'ma need you to follow me real quick cause I can't DM you,2
I'm poorly and can't sleep,0
Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs.,0
"@RoasterBoy And these poor, unfortunate souls don't appear to have any pants at all...  ? http://blip.fm/~78qvz",0
@damohopo @StephanieEllen If I told you how often I wash my hair you would never speak to me again,0
"Looks like another sleepless night dedicated to homework. Sorry in advance, Ms. Chapman.",0
@jessicaduncan http://twitpic.com/662vk -  WHY DO U LOT MOCK ME!!!,0
didnt say goodnight to you,0
@abguerraartist  I am not a pussy! damnit!  [sending you an e-mail right now btw],1
has work tom.,0
In the Hongkong International Airport. Has to wait for 3-4 hours for our next flight to Cebu.,2
Can't sleep and nothings on tv!!,2
"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",3
@KallieT oh ... you've been superseeded?  not good enough,2
today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I'm definately NOT working this pm,0
fuckin'm transtelecom,1
"is really, really bored... I guess I will go to bed",0
@Syo_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store,0
@ModelTheany  tee we beefin....what was u supposed to do before leavin????,2
Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.,0
@nickkk_ that sucks!,0
@dorkydeanna IIII know!!! and mean,2
Having Fever  dont feel to work,0
"Taking Horse Pills, hoping I can get some sleep tonight",0
@BusyGod PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one,2
missing @MeLDiBiAsE...6 days can't pass quick enough,0
@juliaiiivir Hey! That's my school! I hate that place.,1
"Working from home today, my back is killing me  Doctor and then physio after later today.",0
back to work.. with no distractions..,2
"@ddlovato demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!",3
awwww  i never noticed this http://bit.ly/RConp,2
"@heavyharts that sucks  well state starts tomorrow so im headin 2 bed, nitey nite",2
"Looks like it's going to be too nice to work today, how annoying as I have no choice",0
@mygoldmask did you guys keep a set list? I forgot to ask for one  xx,2
"First impression of Silverlight: sadly, based on what I saw today, it's quite problematic",2
is desperatly hoping my dad takes me to vanessa's game,0
@pb_and_jay hi!  Fuck your job!,0
Missing you all deeply,0
"the time you go to bed,  i have to get up to go to work",2
"@mrssunshine96 big now!!! Vanessa is going to be 3 in September, its going by so fast!  its hard cuz Im workin so much, I miss out on alot",3
"@Ravels sniff sniff  take care ravels! Hopefully we'll be chatting again soon. In the mean time, I'll HELLA miss you.",0
"@miss_cheryl Lucky, now I want to teleport",2
Somebody please save the polar bears!,0
"My nose is runny, my head is pounding, and teeth hurt like a bitch. MAN. @-) I feel awful.  =((",0
I don't want her to leave..,0
Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.,3
"good lord, just seen the agency work for our upcoming Open Day. Money for Jam",3
wut do i do now????,2
Working   But it's Fridaaaayyyyy,1
At the Grove for 'Drag Me to Hell.' I hope that it doesn't suck.,0
@NOLAevol so i feel like shit for saying HAPPY BELATED BIRFDAYY.. i'm only a month late,0
"@KaliyahPjones lmao...thats sad, kinda discourages me 4rom goin if the shit's wack",0
Got home from work @ 9:45 and JUST finished cleaning. Now I need to eat dinner and don't know what I want!!  Ugh...oh well. Might not eat.,2
@WillyNorthpole I wish I was there,0
"I miss my little Batty, she was only 3 months old when she got sick, she was always so fun and full of life &lt;3 Even at the very end...",0
FC is finally up again. it's about time. i hate that this keeps happening,2
seriously bored without anyone to talk to... but not tired enough for sleep,2
morning again! I hate mornings. So offensive!,0
@keytar still!! give your computer a break omg,2
bed bed bed @samuelasanders do you never answer texts anymore?  I thought of you the other day and sent one but never heard back. Sad day,0
where u at?,2
@brianshead waah. We're no longer your peeps.,0
@angelica_yo LOL wow dawg doesn't sound like you're playing!  I feel bad now haha,0
Extremly deep,2
My little foster kittens are getting big...chubba and Winston are going 2 b missed when they get amazing homes.,3
one week till exam block,3
@Forever_Yours13 I'm not at home with my cats right now!,2
hoping i didn't fail english. that would just be sad,0
Know what would be great? For my shoulder to stop hurting so I can sleep normal again.  I just want/need a few solid hours of good sleep.,0
Leno's last show was tonight.  I like him better than Conan.,2
@MariusLT I'm sorry about your bad driving experiences.,0
@monpio i don't have any of that,2
Already misses @CMontecillo,0
"plan may changes , nooooooo",1
my sister is a douchebag,1
@fiercebanana there's relisting fees when you don't complete a sale?  that sucks!,2
@eCheers Random has an a,2
I knew I should've worn the SARS mask on the plane from SoCal.. feeling the beginnings of a sore throat,0
Gutted that the bathroom still isn't free- early work isn't going to happen  . And I need the loo!,0
@ddlovato july... too long,2
@laurelexmachina awww I wish I could have been there  I'm stuck here about to jab out my eyes with knitting needles,0
@astynes Me too.  Wonder if Mnet will show it...,2
Wearing glasses gives me a headache.,2
@calvinharris stop talkin about food haha fill like sum nw  hha hows your day goin or starting,3
"finished sewing for the night, uploading pictures from slidebar and beach. i cant believe i am having difficulties with twitter!",0
thank you @ddlovato (: cant wait!!!! ummm btw ima crash still sick,0
"First my work computer, now my home laptop is fucked.",0
#liesgirlstell  a guy calls her phone to see if the number is real ) ohh my phone isn't working . try tomorrow .,0
#beer #friday #melbourne #cbd #mtub #mini #cmon Thirsty and lonely ... you buggers are making me feel like a scotty no mates,0
@debbylovespr I know. We came back from 22 down in the 1st just to lose the lead in the last 6 minutes.,0
gosh... summer vacation is almost over here at the philippines.. kinda sad..  i wonder what section will i be in?,0
"@shanajaca But @feltbeats is on page 6 at Ms Twitterworld, only 26 votes",2
I'm bummed that I can't wear my sweet Nike kicks to work.,0
@Pickleybaby - your twitter is broken,0
sleep....good night tweeties!!! down to OC tomorrow. I hope and pray that Rachyl gets better SOON!!!,2
@joek949 It's depressing I'm stuck inside all day,0
@rachelasha I even saw the news feeds of the archie website. But can't believe he'd choose veronica. I'm disappointed,0
