content,sentiment
"	@luxbet Did you even give out any pizzas ? Serious fail #hungry #furious #hangry	anger	0.447",3
"	@lydss_xx @tharealversace @fatbellybella fuckin luv incense, this is me as fuck 😂	anger	0.479",3
"	@LynneGarrison yeah, I've only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too	anger	0.562",3
"	@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! 	anger	0.583",3
"	@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! #fuming	anger	0.750",3
"	@lyskoi anyway, I found a short scale today that was perfect for my purposes. soft on the hands, won't aggravate my (now-chronic) tendonitis	anger	0.354",3
"	@m_t_f_72 I'm not surprised, I would be fuming! 😤	anger	0.479",3
"	@m_warner21 Yikes. The wrath of Maddie...	anger	0.521",3
"	@MaddenFreestyle i turn the game on wanting to play madden, and before i load up a game i just turn it off now.	anger	NONE",3
"	@mandyjohnson I'll be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW	anger	0.646",3
"	@MannyM83 @DareToReagan oh yeah. I HATE the air raid and I don't like the Oregon/Baylor offense and I'm not a fan of the ole miss one either	anger	0.468",3
"	@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing  #noloyalty #joke #notimpressed	anger	0.667",3
"	@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing #fuming #noloyalty #joke #notimpressed	anger	0.873",3
"	@marcavis @AntisocialJW2 I've always been fiery, but never radical.	anger	NONE",3
"	@marthalyssa yep. LOL 	anger	0.438",3
"	@marthalyssa yep. LOL #bitter	anger	0.417",3
"	@mattstottwrites For me not so much outrage as ‘oh, using female body to sell something, AGAIN’	anger	NONE",3
"	@mdivincenzo9 he's stupid, I hate him lol 	anger	0.521",3
"	@mdivincenzo9 he's stupid, I hate him lol #bitter	anger	0.646",3
"	@MeghanEMurphy Oh gosh, if you get 800+ raging comments from cruise fans, I will just die laughing!	anger	0.354",3
"	@MetPoliceFC is it true none of your players are cops? Do they drink chilled bitter? Are your players Walter Mitty types? @KeviboyAllen	anger	0.479",3
"	@MetsProspectHub @brianpmangan taking offense to acount...he ranks 32 of 36 over last 2 years by SABR	anger	0.312",3
"	@MHChat sadness with resentment is the past, sadness with fear is the future. try to live in the now #MHchat	anger	0.172",3
"	@mjmralph then it's poor packaging my Amazon and the fulfilled seller should be furious as much as you 😕	anger	0.750",3
"	@MMASOCCERFAN @outmagazine No offense but the only way this makes sense is if you work for the magazine. Otherwise,who are you apologizing 4	anger	0.417",3
"	@moocowward @mrsajhargreaves @Melly77 @GaryBarlow if he can't come to my Mum'a 60th after 25k tweets then why should I 🙈  #soreloser	anger	NONE",3
"	@moocowward @mrsajhargreaves @Melly77 @GaryBarlow if he can't come to my Mum'a 60th after 25k tweets then why should I 🙈 #bitter #soreloser	anger	NONE",3
"	@Ms_HeartAttack holy shit it just a bee sting like fuck you're not dying	anger	0.553",3
"	@Ms_HeartAttack peanut butter takes away the sting	anger	0.188",3
"	@NahteWilly @AFP that was neither intelligent, definitive or useful shall I name call or would you like to expand on how I have offend you ?	anger	NONE",3
"	@NeoFundie @fitchest Ha. Right. I'm from San Jose, CA, and I was offended right there with you. Dave, go on a walk or something next time.	anger	0.831",3
"	@NessaMatthews he's perfect. But not even in that way where you sort of resent him or suspect that he leads a double life. Just perfect.	anger	0.271",3
"	@NewAgeInsiders @ChaoticWrestlin @davienne_long make sure you tell them how scared you are #revenge 🙌🏼🙌🏼	anger	NONE",3
"	@Nigerianscamsss @TrillSmith you think I came back to twitter and not ruffle a few bushes? Tuh.	anger	0.521",3
"	@NM_NickNocturne Incentivise people to roam the Internet being morally offended, as if they didn't do it enough already.	anger	0.542",3
"	@notquitefrodo @dominictarason I remember TAs in the gamedev program said he had temper tantrums in class all the time lol	anger	0.354",3
"	@nytopinion  The point of voting for Trump to push all the pieces off the board game like an angry toddler? Wreck everything for everybody?	anger	0.562",3
"	@oreillyfactor why dont #blm #thugs want #justice when its black on black #gang crime? They only #rage and cry #racism when its a #cop	anger	0.646",3
"	@oscar_perria a multimillionaire spoiled brat who gets In a self righteous huff bc his friend is Muslim is a non starter bye!	anger	0.708",3
"	@OstinOng YUUUHH 🙄😭 plus clin ep and prevmed ugghhh hahaha 	anger	0.438",3
"	@OstinOng YUUUHH 🙄😭 plus clin ep and prevmed ugghhh hahaha #bitter	anger	0.521",3
"	@ParrishWalton @kjmgolf Also, our best assets on offense are our RB's and our WR's (longterm). Have to have an offense to utilize both.	anger	0.396",3
"	@PatriotsInform I don't see why you think we'll have a dumbed down simplified offense with Brissett. He comes from a very complicated system	anger	0.438",3
"	@PatVPeters @FreeBeacon Quite the response of retaliation from Weiner in getting revenge on Huma &amp; Hillary 'clam digging'.\n#AllScumbags	anger	0.500",3
"	@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone 	anger	0.458",3
"	@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone #furious	anger	0.844",3
"	@paulkrugman relentless echo chamber - negative comments with lots of reverb. Typical bully behavior.	anger	0.542",3
"	@pbhushan1 @IndianExpress so in your opinion is this the worst delhi govt? #acrid  #hypocrisy	anger	NONE",3
"	@pbhushan1 @IndianExpress so in your opinion is this the worst delhi govt? #acrid #bitter #hypocrisy	anger	NONE",3
"	@pbump @AndyRichter  My heart goes out to that woman for the indignity of what she is sitting through.	anger	0.271",3
"	@PearseDoherty @harrymcgee @IrishTimes That might sting for a bit lads but you'll get over it.     #betterwithsinnfein	anger	NONE",3
"	@PerfectQuartz She's jogging a bit to stay beside her, puffing her cheeks with a huff each time. 'Oh-- jeez Jasper, why don't you —	anger	0.375",3
"	@pianimadi regarde tes snap	anger	0.312",3
"	@politico @realDonaldTrump another angry white man!	anger	0.708",3
"	@PrincessCasGirl @DaddyEllis__ tiff you better hurry cause 👀	anger	0.458",3
"	@pugglelover3691 some of those haters are just taught hate and not shown love. There is a good quote that goes to your comment tiff, treat	anger	0.375",3
"	@PuseLepuru it's the irritation of not having found the corpse	anger	0.500",3
"	@rabpeel snap, seems to be a problem here	anger	0.375",3
"	@ReadingFC @EFLCup - remind them 'Twenty's Plenty' !	anger	NONE",3
"	@ReadingFC @EFLCup - remind them 'Twenty's Plenty' #revenge!	anger	NONE",3
"	@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the 	anger	0.625",3
"	@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the #outrage	anger	0.646",3
"	@realDonaldTrump: No sense in taking out your wrath on innocent people because you think police shot an innocent man. #MakeAmericaSafeAgain	anger	0.479",3
"	@RealJamesWoods @KennyCoble saddest part of this whole mess is that all of this #anger is #misdirected they should march 2 the #White",3
"	@RealJeffsdomain Wolfpack theme and trons and sting wore the wolf shirt	anger	0.312",3
"	@RealPaulWalker R.I.P Paul, furious 8 can't wait	anger	0.254",3
"	@RegalisAzura \ngrasp the cobalt woman's own; which they did fairly easily. Fair cheeks would ignite into a fiery hue. Warm.. was the only	anger	0.438",3
"	@reluctantnicko Don't ask, you don't get. Apologies if I've offended you. All due respect Alan, I think you've been fed duff info.	an",3
"	@RevTrevK @Wolfman93011 @Daraidernation @EROCKhd Take 2k out of it the numbers on madden are low and have dropped and people are unha",3
"	@RichardHBell Yes, I think he held a grudge ...	anger	0.375",3
"	@RiotzXVl papercuts sting and stub ur toe last for like 10 secs	anger	0.396",3
"	@RLH2606 if u know who died.. I would also burst out crying....\nFrom JOY!!! 😉	anger	0.354",3
"	@RobertTaitWHU against Chelsea anything is possible haha. I'm fuming about that bet 🙄🙄🙄🙄🙄🙄	anger	0.646",3
"	@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus 	anger	NONE",3
"	@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus #bitter	anger	NONE",3
"	@RonMexico760 The guy who calls people 'cuck' and is anti-BLM is offended by idea that he might not be pro-policing reform? That's amazing.	anger	0.625",3
"	@RoyEnglish roy as fiery	anger	0.500",3
"	@rtrn94 Mine is that the party did decide but the party has been slowly transformed into a vengeful hell-cult of white male resentment	anger	0.792",3
"	@rumanaa_r @DaiIyRoasts what did I do to offend you? 🙄😭😂	anger	0.396",3
"	@saclivin @MrsCagg specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.	anger	0.583",3
"	@SageHillfarms @HintonAlisa @hb_heather Hey, Jayme! Were your👂👂 burning cuz I was talking about you?😁 Are you going tomorrow?	anger	0.417",3
"	@SapientSoldier timid but determined version of the rabid beasts beyond the land. Growling beneath my restrained breath, I //rip// myself --	anger	0.542",3
"	@sarah_urbina why do you even beef Sara you let the anger get the best of you, you and Sagin been friends for how long?	anger	0.479",3
"	@SarahMi40605180 @kaileighhxo sorry to burst the bubble but there was never any illusion 🙈😂😂	anger	0.396",3
"	@Sargon_of_Akkad It'll be like burning rap albums; they'll have to buy it first, but gosh darn it, they have to get rid of it.	anger	0.417",3
"	@savageimiike one of my favorite songs brother, real talk. 	anger	0.157",3
"	@savageimiike one of my favorite songs brother, real talk. #rage	anger	0.417",3
"	@sebbyD27850 both are nonsensical. If there's injustice against blacks, why add to it by destroying black property. It's misdirected anger	anger	0.690",3
"	@serendipity127_ @zombiecalorie @Angel_Eyes66 I'm sensing a theme here tho lol 	anger	0.271",3
"	@serendipity127_ @zombiecalorie @Angel_Eyes66 I'm sensing a theme here tho lol #angry	anger	0.542",3
"	@shae_caitlin ur road rage gives me anxiety.	anger	NONE",3
"	@ShieldsCap &lt; Steve between his feet, feeling a blush sting his cheeks. 'I can undress myself, thank you very much,' he snapped &gt;	anger	0.333",3
"	@Shonna_Ludi @_braaaat_ 😂😂😭😭😭 resentment	anger	NONE",3
"	@shopgreenwich #ldf16 what shall we do this weekend?  #spraypainting in #greenwichmarket with @SNUB23 #core246 #lilylou #fret &amp; #benoakley	anger	0.271",3
"	@simon_penn_r @AntisocialJW2 has turned into a rather fiery GG radical)	anger	0.479",3
"	@SiobhanSynnot  Oh, good God. Quentin Letts is doing one of his 'comedy' turns. #angry @bbcthisweek @afneil #BBCTW	anger	0.500",3
"	@sippycoups if it hurts too much to eat, i read somewhere that marshmallows are good bc they are soft and don't irritate	anger	0.375",3
"	@skinkev let's rage	anger	0.417",3
"	@SkyNews when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you	anger	0.562",3
"	@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer 😡 	anger	0.646",3
"	@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer 😡 #fuming	anger	0.646",3
"	@SlaveGuinevere its more of a little prick than a sting .......... but you have to come to Tennessee to get it1	anger	0.417",3
"	@Slippus @PureGym  yeah I received a fine today which I am furious about, currently appealing it after being a member for so long...	anger	0.646",3
"	@smendler (2)  Watch out for ppl who have been filled w/ impotent rage over time - they can be led to do just about anything	anger	NONE",3
"	@snowangel415 @cjwalters66 Maybe also being attacked by Tom's rabid fans to whom he &amp; his clothes were always perfect also put me off him...	anger	0.646",3
"	@SonOfTheDovah *She could sense the anger stirring within him and took his hand in hers.* As long as we stay together, we'll both be safe.--	anger	0.375",3
"	@SopanDeb @johnrobertsFox @azizansari Let's not stereotype all South Asians as relentless beat reporters.	anger	NONE",3
"	@Sophiejulia @CalebAtChipotle @calebpressleyxo relentless pipe thirst #sheltered	anger	0.438",3
